> -L"Dykes"
-57.7617599902	-6.04441932209
-57.7393977455	-6.00380770531
> -L"Dykes"
-57.7526953775	-5.52149585256
-57.7396722998	-5.49562684996
-57.7297219178	-5.47681505381
-57.7152346424	-5.44940831481
-57.7053000402	-5.42794235471
-57.693080753	-5.40120574139
-57.6787586521	-5.3787327637
-57.6513940741	-5.35085533671
-57.6423500139	-5.34163890399
-57.6215497102	-5.31913522213
-57.6025287918	-5.29656550508
-57.5915154111	-5.28229709268
> -L"Dykes"
-58.1821708264	-6.51675747829
-58.1543633123	-6.46095946402
-58.130789731	-6.4082644658
-58.0899330701	-6.28792581372
-58.0636366545	-6.22152149111
-58.0269688446	-6.1482069127
> -L"Dykes"
-57.1856114112	-6.58892553068
-57.1656866319	-6.53745687039
-57.150811893	-6.50346976124
-57.1274222457	-6.46111529961
-57.1154364605	-6.40862473272
-57.0943189431	-6.350108542
> -L"Dykes"
-57.3045817376	-6.87156616082
-57.2933781893	-6.85038965962
-57.2884112317	-6.82071636728
-57.2878844264	-6.80820310028
-57.2810692159	-6.76649347948
> -L"Dykes"
-58.4970529257	-5.33818707454
-58.4792391538	-5.31287743863
-58.4661754998	-5.29392707531
-58.4427577433	-5.25825101434
-58.4402285681	-5.25190753506
-58.4017826109	-5.21773713208
> -L"Dykes"
-57.8818124006	-5.33448872175
-57.8568280673	-5.29563580212
-57.8286927704	-5.2499479914
-57.8092475861	-5.22319018297
-57.7777074568	-5.1840115152
-57.7593731147	-5.157753205
